No.,IUPAC_Name,SMILES,Td/K,doi
entry414,"4-nitro-1,2,5-oxadiazol-3-amine",[O-]/[N+](C1=NON=C1N)=N\N2N=C([N+]([O-])=O)N=C2,473.15, 10.1039/d1ra03919a
entry415,4-nitro-1-(trinitromethyl)-1H-pyrazole,O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1C=C([N+]([O-])=O)N=C1)[O-],392.15,10.1002/cplu.201800305
entry416,4-nitro-1-(trinitromethyl)-1H-imidazole,NC1=NN=C(N1N)C2=NNC=C2[N+]([O-])=O,604.15,10.1016/j.cej.2019.122331
entry417,"4-nitro-1-(1H-tetrazol-5-yl)-1H-pyrazole-3,5-diamine",NC1=N[N+]([O-])=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,494.45,10.11943/CJEM2019100
entry418,"4-nitro-1-(1H-tetrazol-5-yl)-1H-1,2,3-triazol-5-amine",NC1=C([N+]([O-])=O)C=NN1C2=NN=CN2N[N+]([O-])=O,468.15,10.1016/j.cej.2021.129190 
entry419,"4''-nitro-[3,3':4',3''-ter(1,2,5-oxadiazol)]-4-amine",O=C(N1)ON=C1C2=NON=C2NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,434.98,10.1039/c8nj04428g
entry420,"4-methyl-6-nitro-1,4-dihydropyrazolo[3,4-d][1,2,3]triazole 3-oxide",CC1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C1,390.43,10.1039/c6ta08831g
entry421,"4-methyl-4'-nitro-[3,3'-bi(1,2,5-oxadiazole)] 5,5'-dioxide",CC1=NNC(N=[N+]=[N-])=N1,433.15, 10.1002/ejoc.201101450
entry422,"4-methyl-3-nitro-1,2,5-oxadiazole 2-oxide",O=C(OCC)NC1=NON=C1[N+]([O-])=O,426.15, 10.1002/jhet.3109
entry423,"4-methyl-1-nitro-2-(trinitromethyl)-4,5-dihydro-1H-imidazole",CC1=CN(N2C=CN=N2)N=N1,433.95, 10.1021/acs.joc.9b00801
entry424,"4-methyl-1,1'-bi(1,2,3-triazole)",N/C(C1=NON=C1NN)=N\N,471.95,10.1016/j.molstruc.2019.127358
entry425,"4H-[1,2,5]oxadiazolo[3,4-b][1,2,3]triazolo[4,5-e]pyrazine 6-oxide",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NCN([N+]([O-])=O)CN1[N+]([O-])=O)[O-],414.35,10.1002/anie.201501973
entry426,"4H-[1,2,3]triazolo[4,5-c][1,2,5]oxadiazole 5-oxide",NC(NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O)=N,581.15,10.1039/c2ta01359b
entry427,"4H,9H-[1,2,5]oxadiazolo[3',4':5,6]pyrazino[2,3-b][1,2,5]oxadiazolo[3,4-e]pyrazine",C12=NON=C1NC(NC3=NON=C3N4)C4N2,503.15, 10.1039/c8ob02155d
entry428,"4H,4'H-[3,3'-bi(1,2,4-triazole)]-4,5,5'-triamine",O=[N+](C(C1=NCOCN1[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],413.55,10.1002/anie.201501973
entry429,"4H,4'H-[3,3'-bi(1,2,4-triazole)]-4,4',5,5'-tetraamine",O=C(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,428.15,10.1039/c6dt03779h
entry430,"4-diazo-5-nitro-2,4-dihydro-3H-pyrazol-3-one",O=C(NCCCCNC(NNC1=NN=C(N=N1)NNC2=O)=O)NNC3=NN=C(NNC(NCCCCN2)=O)N=N3,495.15, 10.1039/c5ra21345b
entry431,"4-diazo-3,5-dinitro-4H-pyrazole",O=[N+](C1=NN(CO[N+]([O-])=O)C2=C1N(CO[N+]([O-])=O)N=C2[N+]([O-])=O)[O-],479.15,10.1002/anie.201606894
entry432,"4-cyclopropyl-3-nitro-1,2,5-oxadiazole 2-oxide",[O-]/[N+](C1=NON=C1/N=[N+]([O-])/C2=NON=C2[N+]([O-])=O)=N\[N+]([O-])=O,388.15,10.1002/slct.202003182
entry433,"4-azido-5-nitro-2H-1,2,3-triazole",[O-][N+]1=C(C(N=[N+]=[N-])=NO1)C2=[N+]([O-])ON=C2[N+]([O-])=O,386.15,10.1021/acsaem.0c01162
entry434,"4-azido-5-nitro-2H-1,2,3-triazol-2-amine",NC1=NC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N1,422.05,10.1039/c6ra05826d
entry435,"4-azido-4'-nitro-[3,3'-bi(1,2,5-oxadiazole)] 2,5'-dioxide",[NH2+]=C(N)C([N+]([O-])=O)([N+]([O-])=O)C1=NN=N[N-]1,393.15,10.1021/jacs.0c01640
entry436,"4-azido-4'-nitro-[3,3'-bi(1,2,5-oxadiazole)] 2,2'-dioxide",NC1=C(N=NN2)C2=C(C=C1[N+]([O-])=O)[N+]([O-])=O,614.15,10.1002/chem.201502812
entry437,"4-azido-1-methyl-3,5-dinitro-1H-pyrazole",CN(C([N+]([O-])=O)=C1N=[N+]=[N-])N=C1[N+]([O-])=O,434.15,10.1039/c2ta01359b
entry438,"4-amino-8-nitropyrazolo[5,1-d][1,2,3,5]tetrazine 2-oxide",NC1=C([N+]([O-])=O)N=NN1C2=NN=NN2,506.15,10.1039/d1ta00109d
entry439,"4-amino-7H-pyrazolo[3,4-d][1,2,3]triazine 3-oxide",NC1=[N+]([O-])C(N)=NC2=NON=C12,553.15, 10.1039/d0dt03260c
entry440,"4-amino-7H-imidazo[4,5-d][1,2,3]triazine 3-oxide",NC1=[N+]([O-])N=NC2=C1C=NN2,494.15,10.1021/acsaem.9b01889
entry441,"4-amino-5-(1H-tetrazol-5-yl)-2,4-dihydro-3H-1,2,4-triazol-3-one",O=[N+](C1=NNC(N2N=CC([N+]([O-])=O)=C2[N+]([O-])=O)=N1)[O-],603.15,10.1039/c5ta09803c
entry442,"4''-amino-4-((2,2,2-trinitroethyl)amino)-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2'-oxide",NC1=NO[N+]([O-])=C1C#N,369.15,10.3390/molecules25245836
entry443,"4-amino-3-cyano-1,2,5-oxadiazole 2-oxide",NC(N1C(N=N2)=NC([N+]([O-])=O)=N1)=C2[N+]([O-])=O,545.15,10.1002/chem.201604919
entry444,"4-amino-3,5-dinitro-1H-pyrazol-1-ol",NN1C(CN=[N+]=[N-])=NN=C1CN=[N+]=[N-],482.15,10.1002/chem.201500098
entry445,"4-amino-3-(5-amino-1,2,4-oxadiazol-3-yl)-1,2,5-oxadiazole 2-oxide",NC1=CC([N+]([O-])=O)=NC2=C1[N-][N+]3=NC4=C([N+]([O-])=O)C(N)=C([N+]([O-])=O)C=C4N23,579.6,10.1021/acs.cgd.0c00026
entry446,"4-amino-3-(3-amino-1,2,4-oxadiazol-5-yl)-1,2,5-oxadiazole 2-oxide",NC1=NN=C(N2N)N1N=C2C3=NON=C3N,490.15,10.1039/d1dt02854e
entry447,"4-amino-2,8,10-trinitrobenzo[4',5'][1,2,3]triazolo[2',1':2,3][1,2,3]triazolo[4,5-b]pyridin-6-ium-5-ide",[O-][N+]1=C(C2=[N+]([O-])ON=C2[N+]([O-])=O)C([N+]([O-])=O)=NO1,413.15,10.1002/ejic.201402960
entry448,"4a,5,9a,10-tetrahydro-4H,9H-[1,2,5]oxadiazolo[3',4':5,6]pyrazino[2,3-b][1,2,5]oxadiazolo[3,4-e]pyrazine",[O-]N1C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2[NH+]=N1,455.15,10.1002/ejic.201501126
entry449,"4,9-diamino-2,8,10-trinitrobenzo[4',5'][1,2,3]triazolo[2',1':2,3][1,2,3]triazolo[4,5-b]pyridin-6-ium-5-ide",O=[N+](C1=CC([N+]([O-])=O)=C(N2C3=NON=C3N(C4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)C5=NON=C52)C([N+]([O-])=O)=C1)[O-],670.65,10.1016/j.fpc.2021.02.006
entry450,"4,8-bis(azidomethyl)-4H,8H-bis([1,2,5]oxadiazolo)[3,4-b:3',4'-e]pyrazine",O=[N+](N1CN=C2N(CN([N+]([O-])=O)CC2([N+]([O-])=O)[N+]([O-])=O)C1)[O-],449.15,10.1039/c8cc10178g
entry451,"4,8-bis(2,4,6-trinitrophenyl)-4H,8H-bis([1,2,5]oxadiazolo)[3,4-b:3',4'-e]pyrazine",[N-]=[N+]=NCN1C2=NON=C2N(CN=[N+]=[N-])C3=NON=C31,461.15,10.1039/c6ta02384c
entry452,"4,6-dinitrobenzo[c][1,2,5]oxadiazole 1-oxide",NN1C(N)=NN=C1C2=NN=C(N)N2,602.15,10.1002/prep.202000316
entry453,"4,6-dinitro-1H-benzo[d][1,2,3]triazol-3-ium-1-olate",NN1C=NN=C1N(N=C2)C3=C2C([N+]([O-])=O)=CC([N+]([O-])=O)=C3,540.15, 10.1021/acs.cgd.9b00775
entry454,"4,6-dinitro-1H-benzo[d][1,2,3]triazol-3-ium-1-olate",[O-]N1C2=C(N)C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=C2[NH+]=N1,530.15,10.1002/ejic.201501126
entry455,"4,6-dinitro-1-(1H-tetrazol-5-yl)-1H-indazole",O=[N+](C1=CC([N+]([O-])=O)=CC2=C1C=NN2C3=NN=C(N/N=C/C4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)N=N3)[O-],539.15,10.1039/d0nj03476b
entry456,"4,6-diazido-N-(2,4,6-trinitrophenyl)-1,3,5-triazin-2-amine",NC1=NC(N=[N+]=[N-])=NC(N=[N+]=[N-])=N1,490.25,10.1016/j.tca.2015.01.026
entry457,"4,6-diazido-1,3,5-triazin-2-amine",NC1=C(N=NN2)C2=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O,595.15,10.1002/chem.201502812
entry458,"4,6-diamino-3-hydroxy-5-nitro-2-oxo-2,3-dihydropyrimidine 1-oxide",NC(N=N1)=C([N+]([O-])=O)N2C1=C([N+]([O-])=O)C(C3=NN(C(N)=C([N+]([O-])=O)N=N4)C4=C3[N+]([O-])=O)=N2,588.15,10.1039/c8cc05987j
entry459,"4,6-bis(2,2,2-trinitroethoxy)-1,3,5-triazin-2-amine",NN1N=C([N+]([O-])=O)C([N+]([O-])=O)=N1,463.15,10.1039/c2ta00136e
entry460,"4,6-bis(2,2,2-trinitroethoxy)-1,3,5-triazin-2(1H)-one",O=[N+](CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1)[O-],420.15,10.1002/cplu.201800305
entry461,"4,5-dinitro-2H-1,2,3-triazol-2-amine",O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CC2)=N1)[O-],580.15,10.1039/c8ta02704h
entry462,"4,5-dinitro-1-(nitromethyl)-1H-imidazole",O=C(OC)CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,497.15,10.1002/cplu.201800305
entry463,"4,5-bis(5-nitro-1H-1,2,4-triazol-3-yl)-2H-1,2,3-triazole",O=[N+](NC1=NC(C2=NNN=C2C3=NNC(N[N+]([O-])=O)=N3)=NN1)[O-],438.15,10.1039/d1nj00076d
entry464,"4,5,6,7-tetranitro-1,3-dihydro-2H-benzo[d]imidazol-2-one",O=C1NC2=C([N+]([O-])=O)C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=C2N1,572.15,10.1039/c6dt02438f
entry465,"4,5,6,7-tetranitro-1,3-dihydro-2H-benzo[d]imidazol-2-one",NC1=NNC(C2=C([N+]([O-])=O)C(N)=NN2)=C1[N+]([O-])=O,501.15,10.1039/c8cc05987j
entry466,"4,4''-dinitro-3,3':4',3''-ter(1,2,5-oxadiazole)",O=C(OCCNC(C(NCCOC(N[N+]([O-])=O)=O)=O)=O)N[N+]([O-])=O,448.15,10.1002/slct.202102271
entry467,"4,4'-dinitro-2H,2'H-[3,3'-bipyrazole]-5,5'-diamine",O=[N+](C1=CNN=C1C2=NNC=C2[N+]([O-])=O)[O-],638.15,10.1002/chem.201804418
entry468,"4,4'-dinitro-1H,1'H-3,3'-bipyrazole",[O-][N+]1=C([N+]([O-])=O)C(C2=NON=C2[N+]([O-])=O)=NO1,419.15, 10.1002/cplu.201700340
entry469,"4,4'-dinitro-[3,3'-bi(1,2,5-oxadiazole)] 5-oxide",NC1=[NH+]N=C(/N=N/C2=N[NH+]=C(N)N2[N-][N+]([O-])=O)N1[N-][N+]([O-])=O,440.15,10.1021/acs.inorgchem.1c01972
entry470,"4,4'-dinitro-[3,3'-bi(1,2,5-oxadiazole)] 2-oxide",CC1=NN2C(N1)=NN/C2=N/[N+]([O-])=O,392.15,10.1016/j.enmf.2020.11.004
entry471,"4,4'-dinitro-[3,3'-bi(1,2,5-oxadiazole)] 2,2'-dioxide",NN1C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N)=NC([N+]([O-])=O)=C1[N+]([O-])=O,490.15,10.1002/chem.201504407
entry472,"4,4'-dinitro-[3,3'-bi(1,2,5-oxadiazole)] 2,2'-dioxide",[O-][N+]1=C(C([N+]([O-])=O)=NO1)C2=NON=C2[N+]([O-])=O,413.15, 10.1002/cplu.201700340
entry473,"4,4''-dinitro-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2'-oxide",[O-][N+]1=C(C2=[N+]([O-])ON=C2N)C(C3=[N+]([O-])ON=C3N)=NO1,456.75,10.1039/c8ta02274g
entry474,"4,4''-dinitro-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2',5,5''-trioxide",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)NCC1=NON=C1NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],420.15,10.1002/prep.201300135
entry475,"4,4''-dinitro-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2,2',2''-trioxide",[O-][N+]1=C(C2=NON=C2[N+]([O-])=O)C(C3=NON=C3[N+]([O-])=O)=NO1,504.15,10.1039/d0ta01538e
entry476,"4,4'-diamino-[3,3'-bi(1,2,5-oxadiazole)] 5,5'-dioxide",[O-][N+]1=NC2=NN=C(N[N+]([O-])=O)N2N=C1N[N+]([O-])=O,387.15,10.1039/d0ta05933a
entry477,"4,4'-diamino-[3,3'-bi(1,2,5-oxadiazole)] 2,2'-dioxide",[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N/C2=NON=C2N[N+]([O-])=O,363.15,10.1016/j.molstruc.2020.129536
entry478,"4,4''-diamino-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2'-oxide",ON1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1[N+]([O-])=O,419.15, 10.1039/c2jm31535a
entry479,"4,4''-diamino-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2,2',2''-trioxide",[O-][N+]1=C(C2=NN=NN2)C(C3=NO[N+]([O-])=C3C4=NO[N+]([O-])=C4C5=NN=NN5)=NO1,462.05,10.1021/acsomega.0c01048
entry480,"4,4''-di(1H-tetrazol-5-yl)-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2',5,5''-trioxide",[O-][N+]1=C([N+]([O-])=O)C(C2=NO[N+]([O-])=C2C3=NO[N+]([O-])=C3[N+]([O-])=O)=NO1,403.85,10.1038/s41598-019-39723-z
entry481,"4,4'-bis(nitroamino)-[3,3'-bi(1,2,5-oxadiazole)] 5,5'-dioxide",[O-][N+]1=C(C2=[N+]([O-])ON=C2N[N+]([O-])=O)C(N[N+]([O-])=O)=NO1,364.55,10.1039/c6ta03619h
entry482,"4,4'-bis(nitroamino)-[3,3'-bi(1,2,5-oxadiazole)] 2,2'-dioxide",O=[N+](OCC1=NON=C1/N=N\C2=NON=C2CO[N+]([O-])=O)[O-],457.15,10.1016/j.dt.2021.08.008
entry483,"4,4''-bis(nitro(2,2,2-trinitroethyl)amino)-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2'-oxide",O=[N+](C([N+]([O-])=O)C1=NON=C1/N=N/C2=NON=C2C([N+]([O-])=O)[N+]([O-])=O)[O-],413.15,10.1039/c6ra22007j
entry484,"4,4''-bis((2,2,2-trinitroethyl)amino)-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2'-oxide",O=C1N(/N=N/N2C(NN=C2)=O)C=NN1,538.12,10.5012/bkcs.2013.34.7.2086
entry485,"4,4''-bis((2,2,2-trinitroethyl)amino)-[3,3':4',3''-ter(1,2,5-oxadiazole)] 2'-oxide",[O-]/[N+](C1=NON=C1/[N+]([O-])=N/[N+]([O-])=O)=N\[N+]([O-])=O,366.15,10.1002/slct.202003182
entry486,"4,4',5,5'-tetranitro-2H,2'H-3,3'-bipyrazole",O=[N+](C1=C([N+]([O-])=O)NC(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2)=N1)[O-],563.15, 10.1080/07370652.2014.970246
entry487,"4,4',5,5'-tetranitro-2H,2'H-[3,3'-bipyrazole]-2,2'-diamine",NN1C=NN=C1N2N=CC3=C2C=C([N+]([O-])=O)C=C3[N+]([O-])=O,540.15,10.1039/c9ce00782b
entry488,"4,4',5,5'-tetranitro-2'-(trinitromethyl)-1H,2'H-3,3'-bipyrazole",O=[N+](C1=NNC(C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2)=C1[N+]([O-])=O)[O-],516.15,10.1002/chem.201804418
entry489,"4,4',5,5'-tetranitro-1H,1'H-2,2'-biimidazole",NC(N1N)=NN=C1C2=NN=C(N)N2N,615.15,10.1039/c4ta05964f
entry490,"4,4',5,5'-tetranitro-1H,1'H-[2,2'-biimidazole]-1,1'-diamine",O=[N+](C(CNC1=NON=C1C2=NOC(C3=NC(C4=NON=C4NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO3)=N2)([N+]([O-])=O)[N+]([O-])=O)[O-],460.85,10.1002/cplu.201800107
entry491,"4,4',5,5'-tetranitro-1H,1'H-[2,2'-biimidazole]-1,1'-diamine",CN1C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NC(/N=N/C2=NN(C)C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N2)=N1,438.15,10.1021/ja2013455
entry492,"4,4,4-trinitro-N-(2,2,2-trinitroethyl)butanamide",O=C(OCCCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N,418.15,10.1021/acs.joc.5b00655
entry493,"4,4,4-trinitrobutyl carbamate",O=C(OCCCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N,429.15,10.1021/acs.joc.5b00655
entry494,"4,4,4-trinitrobutyl carbamate",O=C(N=[N+]=[N-])CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,358.15,10.1039/c6dt03779h
entry495,"4,4,4-trinitrobutanoyl azide",OC(CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,449.15,10.1039/c6dt03779h
entry496,"4,4,4-trinitrobutanoic acid",NC(CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,393.15,10.1039/c6dt03779h
entry497,"4,4,4-trinitrobutanamide",CC1=[N+]([O-])ON=C1N([N+]([O-])=O)CN([N+]([O-])=O)C2=NO[N+]([O-])=C2C,398.15,10.3390/molecules25245836
entry498,"4,4'-(methylenebis(nitroazanediyl))bis(3-methyl-1,2,5-oxadiazole 2-oxide)",[O-][N+]1=C(C#N)C(C2=NOC(/N=N/C3=NC(C4=NO[N+]([O-])=C4C#N)=NO3)=N2)=NO1,496.15,10.1002/chem.202101987 
entry499,"4,4'-(methylenebis(nitroazanediyl))bis(1,2,5-oxadiazole-3-carboxylic acid)",C1(NC2=NON=C2/N=N\C3=NON=C3NC4=NN=CN=N4)=NN=CN=N1,492.15,10.1021/acs.joc.9b02484
entry500,"4,4'-(2-nitro-1,4-phenylene)bis(3-nitro-1,2,5-oxadiazole 2-oxide)",O=[N+](C1=C(/C=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1/C=C/C3=CC=C([N+]([O-])=O)C=C3[N+]([O-])=O)[O-],548.25,10.1039/c4nj01091d
entry501,"4,4'-([5,5'-bi(1,2,4-oxadiazole)]-3,3'-diyl)bis(N-(2,2,2-trinitroethyl)-1,2,5-oxadiazol-3-amine)",O=[N+](NC1=NON=C1C2=NOC(C3=NC(C4=NON=C4N[N+]([O-])=O)=NO3)=N2)[O-],373.95,10.1002/cplu.201800107
entry502,"4,4'-((4-amino-4H-1,2,4-triazole-3,5-diyl)bis(methylene))bis(6-nitro-1,4-dihydropyrazolo[3,4-d][1,2,3]triazole 3-oxide)",NN1C(CN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2)=NN=C1CN3N=CC([N+]([O-])=O)=C3[N+]([O-])=O,454.15,10.1002/chem.201501612
entry503,"4,4'-((2,4,6-trinitro-1,3-phenylene)bis(oxy))bis(1,3-dinitrobenzene)",[N-]=[N+]=NC1=NC(NNC2=NC(N=[N+]=[N-])=NC(N=[N+]=[N-])=N2)=NC(N=[N+]=[N-])=N1,471.25,10.1016/j.tca.2015.01.026
entry504,"4,4'-((1E,1'E)-(2,4,6-trinitro-1,3-phenylene)bis(ethene-2,1-diyl))bis(1,3-dinitrobenzene)",NC1=NO[N+]([O-])=C1C2=[N+]([O-])ON=C2N,443.15,10.1002/ejic.201402960
entry505,"4-(dinitromethylene)-1-nitroso-1,3,5-triazinane",O=[N+](/C([N+]([O-])=O)=C1NCN([N+]([O-])=O)CN\1)[O-],431.15,10.1039/c8cc05562a
entry506,"4-(dinitromethylene)-1-nitro-1,3,5-triazinane",O=[N+](/C([N+]([O-])=O)=C1NCN([N+]([O-])=O)CN\1)[O-],437.15,10.1039/c8cc05562a
entry507,"4-(dinitromethylene)-1-nitro-1,3,5-triazinane",CC1=NC(C2=NON=C2NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,473.15,10.1039/c6nj03333d
entry508,"4-(dinitromethylene)-1,3,5-oxadiazinane",O=[N+](/C([N+]([O-])=O)=C1NCN(N=O)CN\1)[O-],428.15,10.1039/c8cc10178g
entry509,"4-(dinitromethylene)-1-(2,2,2-trinitroethyl)-1,3,5-triazinane",O=[N+](/C([N+]([O-])=O)=C(NCN/1)\NC1=C([N+]([O-])=O)/[N+]([O-])=O)[O-],408.15,10.1039/c9nj01932d
entry510,4-(dinitromethyl)-5-nitro-1H-pyrazole,[O-][N+](ON=C1C2CC2)=C1[N+]([O-])=O,484.15,10.3390/molecules25245836
entry511,"4-(5-methyl-1,2,4-oxadiazol-3-yl)-N-(2,2,2-trinitroethyl)-1,2,5-oxadiazol-3-amine",NC1=NON=C1N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O,518.15,.10.1021/acs.orglett.0c01960
entry512,"4-(5-amino-1H-1,2,4-triazol-3-yl)-1,2,5-oxadiazol-3-amine",NC1=NON=C1C2=NN=C(N)N2N,545.15,10.1002/slct.201900994
entry513,"4-(5-amino-1H-1,2,4-triazol-3-yl)-1,2,5-oxadiazol-3-amine",NC1=NC(C2=NO[N+]([O-])=C2C#N)=NO1,468.15,10.1002/chem.202101987 
entry514,"4-(5-amino-1,3,4-oxadiazol-2-yl)-1,2,5-oxadiazol-3-amine",NC1=NC(C2=NON=C2N)=NN1,575.48,10.1002/chem.201801597
entry515,"4-(5-amino-1,2,4-oxadiazol-3-yl)-3-cyano-1,2,5-oxadiazole 2-oxide",NC1=N[N+]([O-])=NC2=C([N+]([O-])=O)C=NN21,575.15,10.1016/j.cej.2021.129190 
entry516,"4-(5-(nitromethyl)-1,3,4-oxadiazol-2-yl)-1,2,5-oxadiazol-3-amine",NC1=NON=C1CC2=NC(N[N+]([O-])=O)=NN2,469.95,10.1002/anie.201701659
entry517,"4-(5-(nitroamino)-1,2,4-oxadiazol-3-yl)-3-(1H-tetrazol-5-yl)-1,2,5-oxadiazole 2-oxide",[O-]C1=N[N+](C2=CC=C([N+]([O-])=O)C=C2)=NO1,509.15, 10.1039/c8ta06895j
entry518,"4-(3,5-dinitro-1H-pyrazol-1-yl)-1,2,5-oxadiazol-3-amine",OCC1=NN=C(CO)N1NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,402.15,10.1002/chem.201500098
entry519,"4-((2-(6-(3,5-dimethyl-1H-pyrazol-1-yl)-1,2,4,5-tetrazin-3-yl)hydrazineylidene)methyl)phenol",O=[N+](C1=NON=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],407.15,10.1016/j.fpc.2021.04.005
entry520,"3-nitro-N1-(2,2,2-trinitroethyl)-1H-1,2,4-triazole-1,5-diamine",O=[N+](C1=NOC(NC(N=N2)=NN3C2=NN=C3[N+]([O-])=O)=N1)[O-],482.95,10.1002/asia.201801145
entry521,"3-nitro-N-(3-nitro-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-yl)-1,2,4-oxadiazol-5-amine",O=[N+](C1=NN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=N1)[O-],414.15,10.1039/c3ta15057g
entry522,"3-nitro-N-(2,2,2-trinitroethyl)-1H-1,2,4-triazol-1-amine",[N-]=[N+]=NC1=CC=CC([N+]([O-])=O)=C1,437.15, 10.1039/c8ta06895j
entry523,"3-nitro-6-(trinitromethyl)-1,2,3,4-tetrahydro-1,3,5-triazine",O=[N+](C([N+]([O-])=O)C1=NCN([N+]([O-])=O)CN1[N+]([O-])=O)[O-],375.15,10.1039/c8cc05562a
entry524,"3-nitro-6-(1H-tetrazol-5-yl)-[1,2,3]triazolo[1,5-b][1,2,4]triazin-5-amine",NC1=NC2=C([N+]([O-])=O)N=NN2N=C1C#N,469.15,10.1039/d1ta00109d
entry525,"3-nitro-5-(4-nitro-1H-pyrazol-3-yl)-1H-1,2,4-triazole",NC1=NC(C2=NNN=C2[N+]([O-])=O)=NN1,536.47,10.1039/c7ta08941d
entry526,"3-nitro-4-(trinitromethyl)-3,6-dihydro-2H-1,3,5-oxadiazine",O=[N+](C(CN([N+]([O-])=O)N1C=NN=C1)([N+]([O-])=O)[N+]([O-])=O)[O-],375.85,10.1039/c4ra03885a
entry527,"3-nitro-4-(5-nitro-1H-1,2,4-triazol-3-yl)-1,2,5-oxadiazole",O=[N+](NC1=NNC(C2=NON=C2[N+]([O-])=O)=N1)[O-],436.35,10.1002/anie.201701659
entry528,"3-nitro-4-(4-nitro-1-(trinitromethyl)-1H-pyrazol-3-yl)-1,2,5-oxadiazole",[O-][N+](ON=C1C2=CC([N+]([O-])=O)=CC=C2)=C1[N+]([O-])=O,435.15,10.3390/molecules25245836
entry529,"3-nitro-4-(3-nitrophenyl)-1,2,5-oxadiazole 2-oxide",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NCCN1[N+]([O-])=O)[O-],402.95,10.1002/anie.201501973
entry530,"3-nitro-4-(1H-tetrazol-5-yl)-1,2,5-oxadiazole",[O-]/[N+](C1=NON=C1[N+]([O-])=O)=N\[N+]([O-])=O,382.15,10.1002/slct.202003182
entry531,"3-nitro-1H-1,2,4-triazole-1,5-diamine",NN1C=NC([N+]([O-])=O)=N1,579.15,10.1039/c3ta15057g
entry532,"3-nitro-1H-1,2,4-triazole",O=[N+](C1=NNC=N1)[O-],490.15,10.1039/c8ra04116d
entry533,"3-nitro-1H-1,2,4-triazole",NC(N=N1)=NN2C1=NN=C2[N+]([O-])=O,486.15,10.1039/c8nj05220d
entry534,"3-nitro-1H-1,2,4-triazol-1-amine",O=[N+](C1=NNC=N1)[O-],490.15,10.1039/c8ra04116d
